# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: xmas_nipperhouse
# Exported by: Predators
setting:	replacespawns 0
weapon_zm_sledge	-2070.3022 -1594.8807 485.4478	0.846 -155.748 -129.877
weapon_zm_sledge	-120.0832 -121.0193 148.3274	18.216 -3.731 3.465
weapon_zm_sledge	-329.6845 912.1624 12.3883	18.214 -1.406 2.972
weapon_ttt_glock	341.0708 -247.7064 172.4962	-1.092 25.282 91.305
weapon_ttt_glock	-141.1310 -245.9754 144.5194	-0.907 26.412 91.878
weapon_ttt_glock	-146.5151 341.1674 180.5179	-0.917 26.407 91.913
weapon_ttt_glock	-334.1518 936.7505 8.5009	-1.096 26.672 92.110
weapon_ttt_glock	-329.3410 954.3607 8.4846	-1.223 26.626 92.424
ttt_random_ammo	-1975.0426 -76.2386 209.0731	1.133 -13.059 -103.413
ttt_random_ammo	-1972.0441 -94.0602 213.7316	2.143 -10.219 -105.673
ttt_random_ammo	-1966.8091 -101.2950 215.1550	74.427 -110.316 167.298
ttt_random_ammo	-1955.6337 -79.1374 208.3015	5.220 1.412 -103.836
ttt_random_ammo	-1958.0387 -97.4816 213.4101	2.323 -11.061 -105.485
ttt_random_ammo	-1959.4537 -106.4205 216.1282	29.739 15.908 -69.191
ttt_random_ammo	-1951.0941 -112.3234 217.1286	74.795 -83.976 -178.453
ttt_random_ammo	-1410.6588 314.4518 522.8131	-4.012 2.634 -6.944
ttt_random_ammo	-1409.6219 305.4801 523.7170	-4.012 2.701 -6.398
ttt_random_ammo	-1415.8340 287.2303 524.9006	-3.854 2.691 -6.337
ttt_random_ammo	-1411.1719 278.9820 525.8967	-7.193 -1.197 -1.509
ttt_random_ammo	-1409.4717 299.0994 524.2642	-4.020 2.500 -7.328
ttt_random_ammo	-528.1934 685.0604 168.3770	-0.284 0.003 -0.212
ttt_random_ammo	-536.7610 683.6775 168.4142	-0.501 0.003 0.214
ttt_random_ammo	461.5084 1077.2494 -21.2434	6.672 -1.305 2.804
ttt_random_ammo	430.4247 1082.0066 -19.2197	2.353 0.036 0.517
ttt_random_ammo	310.4590 1092.6554 -21.0463	1.127 -0.573 -6.785
ttt_random_ammo	297.6064 1094.4342 -20.9935	1.289 -1.501 -6.976
ttt_random_ammo	183.9851 1106.3235 -25.1984	-3.243 -0.178 -0.174
ttt_random_ammo	213.0907 1103.7518 -23.2102	-5.975 -0.432 0.061
ttt_random_ammo	114.4152 1113.6473 -21.9650	1.653 0.956 3.146
ttt_random_ammo	95.3584 1115.3427 -21.9159	1.114 -0.244 2.189
ttt_random_ammo	159.8364 -170.1809 290.4417	0.310 0.000 0.097
ttt_random_ammo	159.8291 -151.1010 290.4995	1.081 -0.022 -1.200
ttt_random_ammo	159.8330 -133.1298 290.4358	0.193 0.000 0.044
ttt_random_ammo	160.7586 -113.4364 290.4103	0.046 -0.000 0.035
ttt_random_ammo	-43.0039 -88.6341 208.4839	1.511 -0.092 1.831
ttt_random_ammo	-44.1438 -73.7665 208.5075	-1.714 0.079 2.125
ttt_random_ammo	-43.2540 -101.3886 208.4770	1.276 -0.051 1.632
ttt_random_ammo	-43.2624 -115.7028 208.4724	1.335 -0.049 1.699
ttt_random_ammo	-43.0899 -133.5769 208.4883	0.915 -0.080 1.109
ttt_random_ammo	-42.4505 -132.9763 240.4319	0.225 -0.507 1.866
ttt_random_ammo	-128.6683 89.2859 163.7531	0.044 0.000 -0.017
ttt_random_ammo	-117.6582 90.4237 163.7339	0.042 0.000 -0.030
ttt_random_ammo	-107.6175 90.4767 163.7551	0.045 0.000 -0.015
ttt_random_ammo	-97.1247 91.6312 163.7221	0.044 0.000 -0.034
ttt_random_ammo	149.5256 -104.1219 -112.5801	0.044 0.000 -0.024
ttt_random_ammo	148.2877 -90.8424 -112.5516	0.087 0.000 0.044
ttt_random_ammo	149.2919 -79.9651 -112.5718	0.047 0.000 -0.015
ttt_random_ammo	148.1744 -66.4369 -112.5396	0.209 0.001 0.198
ttt_random_ammo	147.8398 -54.7879 -112.5779	0.045 0.000 -0.022
ttt_random_ammo	147.8736 -58.9469 -138.5022	0.044 0.000 -0.024
ttt_random_ammo	149.0671 -74.3667 -138.5204	0.045 0.000 -0.033
ttt_random_ammo	150.0808 -92.6653 -138.4880	0.052 0.000 -0.007
ttt_random_ammo	153.1061 -98.4590 -86.8519	0.044 0.000 -0.026
ttt_random_ammo	154.1074 -85.6679 -86.8682	0.045 0.000 -0.034
ttt_random_ammo	155.9695 -73.4214 -86.8191	0.087 0.000 0.044
ttt_random_ammo	150.4941 -60.8122 -86.8732	0.046 0.000 -0.035
ttt_random_ammo	326.1115 -239.1740 -112.5298	0.788 0.008 0.908
ttt_random_ammo	327.6719 -236.8577 -138.5043	0.044 0.000 -0.025
ttt_random_ammo	306.3690 -237.3029 -138.4558	0.399 0.003 0.432
ttt_random_ammo	288.0524 -239.3598 -138.4898	0.056 -0.000 0.001
ttt_random_ammo	73.5818 237.9559 38.3971	0.284 0.003 0.094
ttt_random_ammo	84.4953 238.9395 38.4466	1.628 -0.029 -1.785
ttt_random_ammo	95.8723 238.0884 38.3782	0.269 0.003 0.198
ttt_random_ammo	257.4786 18.4870 54.8441	0.031 0.000 -0.052
ttt_random_ammo	241.8788 18.6350 54.9655	-0.826 0.022 -1.050
ttt_random_ammo	470.7503 -27.4863 31.4597	-1.380 0.032 -1.711
ttt_random_ammo	472.2590 -50.6783 31.3840	0.009 0.000 -0.051
ttt_random_ammo	481.2560 -192.0570 0.3839	-0.293 0.003 -0.182
ttt_random_ammo	467.9951 -192.2003 0.3939	-0.310 0.003 -0.115
ttt_random_ammo	457.4400 -192.3157 0.3575	-0.330 0.003 -0.265
ttt_random_ammo	445.4861 -192.2738 0.4735	-0.937 -0.018 0.988
ttt_random_ammo	-131.1963 -58.0449 18.6678	-0.047 0.000 0.014
ttt_random_ammo	-130.3842 9.0684 18.6506	-0.043 0.000 0.028
ttt_random_ammo	-25.9101 903.6688 3.4262	0.046 0.000 -0.018
ttt_random_ammo	-24.5954 887.9058 3.4379	0.057 0.000 0.001
ttt_random_ammo	-22.8053 868.8642 3.4710	1.035 0.013 1.209
ttt_random_ammo	-28.5708 904.1653 -22.5383	0.048 0.000 -0.039
ttt_random_ammo	-29.3103 888.6625 -22.4979	0.045 0.000 -0.020
ttt_random_ammo	-27.6320 874.0319 -22.5180	0.044 0.000 -0.032
ttt_random_ammo	-29.7023 861.0250 -22.4806	0.064 0.000 0.012
ttt_random_ammo	-22.3174 905.1177 29.1668	-0.561 1.946 -0.106
ttt_random_ammo	-26.0505 891.1660 29.1857	0.115 0.000 0.081
ttt_random_ammo	-25.9575 878.8448 29.1666	0.052 0.000 -0.007
ttt_random_ammo	-24.1785 864.2672 29.1916	0.182 0.001 0.165
ttt_random_ammo	510.6820 -68.7924 -3.3982	-0.354 0.437 -6.844
ttt_random_ammo	527.6129 -63.3624 -4.1031	-0.354 0.438 -6.665
ttt_random_ammo	531.0366 -44.5354 -6.8856	-0.431 0.014 -7.753
ttt_random_ammo	510.4388 -52.9478 -5.7517	-0.373 0.313 -8.051
ttt_random_ammo	509.5611 -35.5756 -6.0379	-4.565 -2.983 -99.147
ttt_random_ammo	531.5652 -32.6500 -8.6604	-0.372 0.528 -8.245
ttt_random_ammo	529.9598 -15.9060 -11.2656	-0.420 0.523 -7.246
ttt_random_ammo	506.2539 -15.3708 -11.6481	-1.428 1.427 -7.764
weapon_zm_mac10	-665.9863 631.1962 169.2530	-0.451 50.759 -88.703
weapon_zm_mac10	423.8220 222.4379 -107.6615	-0.103 -44.914 -88.321
item_ammo_357_ttt	374.9724 -1537.0598 -2.7705	-28.213 1.583 -13.416
item_ammo_357_ttt	364.6660 -1541.6982 -5.4891	-1.855 -3.447 -18.524
item_ammo_357_ttt	-2032.1304 -1292.3491 44.3517	15.448 22.049 99.157
item_ammo_357_ttt	-2018.8470 -1286.8221 42.8099	60.400 -156.826 139.692
item_ammo_357_ttt	-2020.2516 -1201.2816 74.0692	1.588 12.958 16.710
item_ammo_357_ttt	-1948.0786 -1261.6775 39.6768	-4.746 0.833 11.589
item_ammo_357_ttt	-2036.5922 -1583.0725 502.2418	-1.412 -3.211 -27.949
item_ammo_357_ttt	-2044.0421 -1597.6442 502.8409	-89.151 167.851 -0.404
item_ammo_357_ttt	311.3715 -175.4807 168.4494	0.719 -0.018 -0.299
item_ammo_357_ttt	300.6295 -175.8045 168.4092	1.184 -0.040 -0.875
item_ammo_357_ttt	293.2362 -175.9461 168.3759	0.039 -0.808 0.890
item_ammo_357_ttt	282.1962 -175.0404 173.6431	-43.856 171.421 180.000
item_ammo_357_ttt	484.6757 -201.1745 0.3653	0.673 0.111 -0.089
item_ammo_357_ttt	472.5067 -201.4495 0.4374	0.858 -0.022 -0.471
item_ammo_357_ttt	-135.8840 1095.9869 29.1303	0.437 0.066 0.049
item_ammo_357_ttt	-127.7666 1096.4510 29.1324	0.438 0.062 0.048
item_ammo_357_ttt	-119.8096 1097.4613 29.1728	0.450 0.054 0.034
item_ammo_357_ttt	539.5157 -142.9248 448.4152	1.119 -0.034 -0.782
item_ammo_357_ttt	540.0582 -132.5819 448.3779	1.201 -0.081 -0.113
item_ammo_revolver_ttt	-1970.4675 -1606.6146 482.6238	0.392 -6.244 -34.773
item_ammo_revolver_ttt	-1978.3651 -1602.8185 485.1389	-44.116 165.131 180.000
item_ammo_revolver_ttt	-656.0905 583.0687 170.6750	14.318 -3.907 -20.445
item_ammo_revolver_ttt	-663.3796 580.4766 169.3156	-17.567 -5.674 0.037
item_ammo_revolver_ttt	311.3837 -208.0103 168.4083	1.195 -0.041 -0.888
item_ammo_revolver_ttt	302.7870 -209.3871 168.4102	1.174 -0.040 -0.862
item_ammo_revolver_ttt	293.4456 -207.3778 168.3971	1.325 -0.058 -1.049
item_ammo_revolver_ttt	286.2834 -207.9584 168.3982	1.312 -0.058 -1.033
item_ammo_revolver_ttt	432.8027 -15.2705 182.4739	-7.557 2.371 6.170
item_ammo_revolver_ttt	279.7467 124.0323 310.8322	0.105 2.151 8.814
item_ammo_revolver_ttt	142.3149 226.2766 146.4368	0.867 -0.023 -0.475
item_ammo_revolver_ttt	153.1356 229.6996 146.4388	0.844 -0.023 -0.447
item_ammo_revolver_ttt	283.1533 223.3920 -105.8367	0.460 0.045 0.014
item_ammo_revolver_ttt	293.3904 225.7625 -105.9064	0.433 0.051 0.036
ttt_playerspawn	-77.4284 364.5715 144.4034	-0.028 -0.000 0.028
ttt_playerspawn	-102.1921 21.0771 144.3749	-0.043 -0.000 0.043
ttt_playerspawn	-58.9345 -197.8229 144.4470	-0.018 -0.000 0.018
ttt_playerspawn	418.7405 -122.0503 144.4204	-0.027 -0.000 0.027
ttt_playerspawn	295.9151 -14.0321 288.4454	-0.019 -0.000 0.019
ttt_playerspawn	18.5767 14.2796 288.4142	-0.030 -0.000 0.030
ttt_playerspawn	400.1707 103.2083 144.4739	-0.009 -0.000 0.009
ttt_playerspawn	225.0312 -110.1477 0.3733	-0.036 -0.000 0.036
ttt_playerspawn	214.5051 190.4557 0.4019	0.028 0.000 0.028
ttt_playerspawn	409.8950 -184.1117 -143.5811	-0.033 -0.000 0.033
ttt_playerspawn	403.2687 144.8924 -143.6032	-0.042 -0.000 0.042
ttt_playerspawn	430.1327 319.3343 176.0847	0.010 0.135 -3.791
ttt_playerspawn	367.9758 406.0598 201.5526	6.831 -44.814 96.806
ttt_playerspawn	-31.8160 -602.5314 -28.5992	0.815 1.487 3.159
ttt_playerspawn	-69.9838 -1552.0272 -31.3300	2.061 -0.761 -27.789
ttt_playerspawn	-814.4166 -549.3201 518.2630	11.257 -2.279 -2.705
ttt_playerspawn	-2305.1052 -1132.4438 451.6866	11.346 0.081 1.013
ttt_playerspawn	-2289.0303 -1466.2876 452.6735	4.195 0.223 -0.703
ttt_playerspawn	-2104.8831 -1152.5582 416.4001	-0.034 -0.000 0.034
ttt_playerspawn	-2087.6121 -1325.7389 416.4294	-0.024 -0.000 0.024
ttt_playerspawn	-1563.0289 263.8091 523.5639	4.228 1.278 -1.319
ttt_playerspawn	-1510.6243 657.5533 110.3478	1.287 -2.643 73.537
ttt_playerspawn	-804.1118 659.7698 186.4291	-89.774 -95.616 90.392
ttt_playerspawn	-617.1054 687.4837 168.3987	-0.035 -0.000 0.035
ttt_playerspawn	-496.0442 1080.8820 28.8732	-83.609 136.938 -161.981
ttt_playerspawn	122.8302 1047.1436 -20.9907	5.085 0.283 -4.650
ttt_playerspawn	398.6960 1044.0377 -17.9029	1.272 -0.029 -0.582
ttt_playerspawn	222.6567 1065.4230 -22.4767	-2.971 -1.044 0.117
ttt_playerspawn	309.4521 1058.9801 -17.9744	-0.115 1.926 -3.762
ttt_playerspawn	93.2447 364.5055 0.4091	-0.026 -0.000 0.026
ttt_playerspawn	-23.3752 -142.0806 0.4998	-0.000 0.000 0.000
ttt_playerspawn	-302.7990 349.7943 -31.5848	-0.034 -0.000 0.034
weapon_zm_rifle	363.8343 -1545.6450 -7.4181	-10.942 36.281 57.511
weapon_zm_rifle	-2043.8289 -1283.1504 49.5603	19.225 -2.737 130.508
weapon_zm_rifle	-2022.2124 -1226.2865 63.6872	-5.012 22.027 -63.566
weapon_zm_rifle	-2038.2712 -1583.2490 500.8882	3.207 7.257 65.804
weapon_zm_rifle	532.8882 -161.0071 449.2693	3.338 14.017 63.817
weapon_ttt_smokegrenade	-1882.2139 -1140.9200 180.5907	2.574 -0.132 -2.654
weapon_ttt_smokegrenade	-1884.8627 -1372.2258 180.5031	0.261 0.003 0.086
weapon_ttt_smokegrenade	-909.1524 561.0444 172.6064	2.153 -0.123 -2.220
weapon_ttt_smokegrenade	311.7755 -159.3184 172.5570	0.210 -0.203 -0.040
weapon_ttt_smokegrenade	282.6612 -158.8413 172.5311	0.253 -0.182 -0.050
weapon_ttt_smokegrenade	136.2717 223.9618 147.7029	44.497 -133.909 -89.986
weapon_ttt_smokegrenade	145.7175 208.0016 147.5921	45.828 31.850 -90.097
weapon_ttt_smokegrenade	229.8646 226.6379 -112.6429	20.867 -178.354 90.307
weapon_ttt_smokegrenade	-127.1661 -36.5155 22.8832	2.967 -0.129 -3.102
weapon_ttt_smokegrenade	-124.6100 -13.6428 22.8294	0.837 0.011 -0.598
weapon_ttt_smokegrenade	-140.2177 89.3184 4.5968	0.143 -0.227 -0.025
weapon_ttt_smokegrenade	-40.9640 1171.7583 -20.6695	-67.031 -37.735 -112.681
weapon_ttt_confgrenade	-1390.5978 -1156.5562 1.1604	2.676 0.460 7.499
weapon_ttt_confgrenade	-1388.7341 -1164.4244 0.9681	2.464 0.557 1.302
weapon_ttt_confgrenade	-1391.4797 -1175.2134 0.8642	2.590 0.558 1.347
weapon_ttt_confgrenade	-877.0696 563.8878 171.5506	1.318 0.238 1.096
weapon_ttt_confgrenade	-894.1476 591.3908 171.5657	1.116 0.229 0.928
weapon_ttt_confgrenade	-883.7689 577.9794 171.5093	1.866 0.283 1.553
weapon_ttt_confgrenade	380.7598 154.5135 189.5288	1.270 0.142 -0.324
weapon_ttt_confgrenade	240.1331 -238.0788 187.3979	1.649 0.221 -0.492
weapon_ttt_confgrenade	224.4377 -234.9558 187.3526	-0.491 0.938 1.359
weapon_ttt_confgrenade	210.6399 -236.0501 187.3752	2.007 0.219 -0.599
weapon_ttt_confgrenade	147.1826 214.9971 149.4963	1.825 0.204 -0.466
weapon_ttt_confgrenade	40.7632 -164.7589 147.5623	1.375 0.221 -0.410
weapon_ttt_confgrenade	40.4924 -172.7605 147.4969	2.407 0.195 -0.718
weapon_ttt_confgrenade	39.1660 -179.6378 147.4946	2.443 0.187 -0.729
weapon_ttt_confgrenade	-140.7175 329.9965 183.5165	2.100 0.226 -0.627
weapon_ttt_confgrenade	271.1650 -93.3330 -105.5654	2.204 0.340 1.834
weapon_ttt_confgrenade	260.4361 -92.2775 -105.4969	1.298 0.236 1.080
weapon_ttt_confgrenade	191.7625 229.2485 -112.1185	-54.082 -12.159 -101.594
weapon_ttt_confgrenade	-480.9685 794.1571 -12.3751	-2.783 -0.785 3.538
weapon_ttt_confgrenade	-479.5751 777.9212 -12.6133	-2.799 -0.761 3.675
weapon_ttt_confgrenade	-452.6393 782.7204 -11.1841	-2.504 -0.631 2.934
weapon_ttt_confgrenade	-451.8092 771.2829 -11.2098	-2.885 -0.651 3.679
weapon_ttt_confgrenade	-339.7548 944.1816 11.5675	1.192 0.223 -0.499
weapon_ttt_confgrenade	-42.8193 1135.4377 -18.5149	-10.871 11.763 -97.608
weapon_ttt_confgrenade	-40.1200 1145.0580 -17.6839	2.021 0.938 7.854
weapon_ttt_confgrenade	521.9363 -103.0565 451.5113	1.826 0.263 1.566
