# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_chopshop_final
# Exported by: [WzG] Unidentified Body
setting:	replacespawns 1
ttt_random_weapon	-2102.7073 88.5381 65.2082	1.757 5.715 -92.967
ttt_random_weapon	-1847.7115 602.2713 -66.7925	1.791 4.928 -92.791
ttt_random_weapon	127.5371 121.7063 65.2009	1.865 4.929 -92.619
ttt_random_weapon	120.1822 141.0681 65.2132	1.726 4.926 -92.938
ttt_random_weapon	-1845.2450 541.1700 65.1964	1.916 4.929 -92.503
item_ammo_smg1_ttt	-1240.1610 1871.0212 64.4756	0.475 0.522 -0.155
item_ammo_smg1_ttt	-1253.2621 1871.3934 64.5028	0.731 -0.011 -0.547
item_ammo_smg1_ttt	293.1733 340.7887 64.4112	0.267 -0.005 0.168
item_ammo_smg1_ttt	281.2512 341.0174 64.4112	0.315 -0.003 0.172
item_ammo_smg1_ttt	-580.6277 1604.7688 192.5091	0.394 -0.011 -0.322
item_ammo_smg1_ttt	-567.2279 1608.3090 192.4244	-0.531 0.004 0.344
weapon_zm_shotgun	-1182.5245 1476.8223 66.3977	9.464 -0.242 -0.875
weapon_zm_shotgun	-481.9256 1593.4901 65.2767	-0.373 8.304 84.247
weapon_zm_shotgun	-824.6376 616.1346 65.2709	-0.307 8.300 83.936
weapon_zm_shotgun	-1079.7828 695.2302 65.0400	-0.879 -9.529 -88.477
weapon_ttt_m16	-1298.1071 1122.6053 65.1592	2.037 -8.135 84.294
weapon_ttt_m16	-2172.4661 1005.6155 65.1795	2.267 -8.472 84.472
weapon_ttt_m16	329.4312 1094.2552 65.1592	2.122 -7.919 84.352
weapon_ttt_m16	-619.6685 1115.5948 65.1656	2.135 -8.708 84.399
weapon_ttt_m16	-1344.8972 585.0649 65.1708	2.164 -8.226 84.387
weapon_zm_molotov	-627.6830 566.4128 68.5368	1.981 0.003 -1.854
weapon_zm_molotov	-1197.7334 1884.9435 68.5075	0.293 -0.149 -0.060
weapon_zm_molotov	-1186.3113 1885.8019 68.6079	0.124 -0.231 -0.020
weapon_zm_molotov	-458.5864 1613.1328 196.5356	2.865 -0.017 -2.831
weapon_zm_molotov	-2055.3691 -244.9765 317.5362	2.358 -0.004 -2.287
weapon_zm_molotov	-2070.7129 68.7977 68.5767	0.177 -0.219 -0.033
weapon_zm_molotov	-2131.3098 924.5061 68.5289	0.257 -0.181 -0.051
weapon_zm_molotov	-1108.7324 662.7953 68.5911	2.658 -0.129 -2.746
weapon_zm_molotov	-1263.0073 1136.7863 68.6022	2.300 -0.125 -2.381
weapon_zm_molotov	-1247.3635 1142.0371 68.5995	2.426 -0.130 -2.522
item_box_buckshot_ttt	-1153.5294 1455.8654 64.3715	0.765 -0.119 -0.532
item_box_buckshot_ttt	-1170.8717 1455.4655 64.4002	-0.885 -0.015 0.785
item_box_buckshot_ttt	-470.7276 1572.1565 64.3552	1.041 0.000 -0.837
item_box_buckshot_ttt	-478.0494 1572.4762 64.3993	-0.868 -0.019 0.705
item_box_buckshot_ttt	-823.3615 630.0798 64.4562	-0.472 -0.089 0.354
item_box_buckshot_ttt	-816.0226 629.3085 64.4316	0.287 0.141 -0.079
item_box_buckshot_ttt	-1062.4919 671.8149 64.3718	0.765 -0.119 -0.531
item_box_buckshot_ttt	-1077.0304 671.4200 64.3473	0.720 0.003 -0.574
weapon_zm_sledge	-1110.1587 1826.9094 68.3080	18.050 -3.487 3.698
weapon_zm_sledge	-1907.7948 91.4390 68.3621	18.562 0.174 2.807
weapon_zm_sledge	25.6297 383.3525 68.4189	18.467 0.349 2.963
weapon_ttt_glock	283.7744 990.6344 64.5092	-1.014 26.699 92.002
weapon_ttt_glock	-1789.4052 1116.2758 64.5042	-0.969 26.692 91.426
ttt_random_ammo	-1216.6870 339.9047 64.4068	-0.840 -0.009 0.968
ttt_random_ammo	-1225.2319 339.6262 64.3646	-0.072 -0.000 0.019
ttt_random_ammo	-2090.2009 782.4058 64.3423	0.046 -0.000 0.021
ttt_random_ammo	-2077.9146 783.1538 64.3328	0.045 -0.000 0.027
ttt_random_ammo	18.9310 1334.7771 64.3853	0.279 0.001 0.282
ttt_random_ammo	5.2488 1332.7792 64.3328	0.046 0.000 -0.028
ttt_random_ammo	156.6740 641.5683 64.3512	0.052 0.000 -0.011
ttt_random_ammo	132.3371 645.6592 64.3654	0.076 0.000 0.025
ttt_random_ammo	358.3701 992.8374 64.3228	0.047 -0.000 0.033
ttt_random_ammo	346.8971 993.9106 64.4404	1.156 -0.029 -1.400
ttt_random_ammo	-2100.9700 64.8149 64.3877	0.344 -0.002 -0.364
ttt_random_ammo	-2089.0601 68.0838 64.4306	1.130 -0.028 -1.343
ttt_random_ammo	-1841.4917 583.4217 -67.6273	0.109 0.000 0.069
ttt_random_ammo	-1851.7422 581.5392 -67.6190	0.191 0.001 0.173
ttt_random_ammo	102.9392 84.6030 64.3554	0.057 0.000 -0.004
ttt_random_ammo	93.7784 84.1024 64.3810	0.191 0.001 0.173
ttt_random_ammo	82.9284 99.4568 64.3533	0.054 0.000 -0.008
ttt_random_ammo	74.1243 99.4845 64.3227	0.047 0.000 -0.033
ttt_random_ammo	-1886.5219 543.7852 64.3778	0.151 0.001 0.123
ttt_random_ammo	-1886.1978 549.8403 64.3279	0.046 0.000 -0.031
weapon_zm_mac10	-1222.6028 1873.4911 65.2851	-0.360 -41.034 -88.383
weapon_zm_mac10	275.9592 320.8093 65.2653	-0.081 -37.568 -88.538
weapon_zm_mac10	-533.1018 1590.9307 193.2647	-0.090 -37.568 -88.538
item_ammo_357_ttt	-2023.8622 -225.5998 313.3101	0.447 0.074 0.063
item_ammo_357_ttt	-2013.7389 -225.8029 313.4472	0.447 -0.010 0.034
item_ammo_357_ttt	-489.1348 578.2357 104.7436	0.451 0.058 0.040
item_ammo_357_ttt	-498.9578 579.2579 104.7452	0.452 0.057 0.040
item_ammo_357_ttt	17.9602 1452.0308 64.4660	1.079 -0.338 -0.487
item_ammo_357_ttt	28.9570 1451.4294 64.3366	0.451 0.065 0.053
item_ammo_revolver_ttt	-1142.7194 1872.7715 64.3704	0.468 0.059 0.036
item_ammo_revolver_ttt	-1150.0345 1873.1854 64.4018	0.471 0.056 0.025
item_ammo_revolver_ttt	-889.5876 335.0784 106.3869	0.599 -0.020 11.468
item_ammo_revolver_ttt	-882.8851 328.6773 105.4703	0.439 -0.072 -0.060
item_ammo_revolver_ttt	-394.8446 1733.3311 192.3124	0.446 0.073 0.063
item_ammo_revolver_ttt	-404.6804 1730.9976 192.3444	0.453 0.062 0.050
ttt_playerspawn	-314.8740 584.3912 64.4420	-0.092 -0.000 0.092
ttt_playerspawn	-580.9525 346.8122 64.4701	-0.047 -0.000 0.047
ttt_playerspawn	-754.9074 812.4897 64.4356	-0.102 -0.000 0.102
ttt_playerspawn	-1342.3481 1462.7841 64.3696	-0.016 -0.000 0.016
ttt_playerspawn	-918.4995 1505.1024 64.3389	-0.020 -0.000 0.020
ttt_playerspawn	-485.5989 1545.8208 192.4356	-0.102 -0.000 0.102
ttt_playerspawn	-457.2016 1502.3873 64.4590	-0.065 -0.000 0.065
ttt_playerspawn	45.7404 1372.9326 64.4652	-0.055 -0.000 0.055
ttt_playerspawn	335.5282 1028.6022 64.4462	-0.085 -0.000 0.085
ttt_playerspawn	139.7463 493.2258 64.4394	-0.096 -0.000 0.096
ttt_playerspawn	246.4027 695.9067 64.4470	-0.084 -0.000 0.084
ttt_playerspawn	-1181.9141 674.8148 64.4217	-0.124 -0.000 0.124
ttt_playerspawn	-1783.7865 240.5995 64.2788	-0.020 -0.000 0.020
ttt_playerspawn	-2127.7505 168.5135 64.3844	-0.014 -0.000 0.014
ttt_playerspawn	-2023.9668 -252.7298 313.4678	0.102 1.536 0.000
ttt_playerspawn	-2029.1947 655.7697 64.3364	-0.020 -0.000 0.020
ttt_playerspawn	-2249.5730 1006.7648 64.3676	-0.016 -0.000 0.016
ttt_playerspawn	-1675.9213 1083.5211 64.4820	-0.027 -0.000 0.029
ttt_playerspawn	-1852.8723 -243.1355 64.3147	-0.015 -0.000 0.015
ttt_playerspawn	-545.3493 1750.8110 64.4523	-0.076 -0.000 0.076
ttt_playerspawn	-622.6800 1761.9479 192.4420	-0.092 -0.000 0.092
ttt_playerspawn	-709.3144 1074.1346 64.3791	-0.015 -0.000 0.015
ttt_playerspawn	-316.6308 1155.1416 64.3772	-0.015 -0.000 0.015
ttt_playerspawn	-1262.9836 227.6763 64.4584	-0.066 -0.000 0.066
weapon_zm_rifle	-2026.0663 -201.6618 314.3662	3.263 6.272 65.228
weapon_zm_rifle	-495.7782 569.7877 105.6721	3.306 11.744 64.731
weapon_zm_rifle	14.8948 1464.0360 65.3827	3.299 9.434 65.399
weapon_ttt_confgrenade	-1265.0006 1152.7477 66.0057	-9.408 16.839 97.657
weapon_ttt_confgrenade	-1258.4248 1156.0714 66.1619	89.719 -113.499 0.289
weapon_ttt_confgrenade	55.1453 1319.7202 67.5520	1.160 0.137 -0.296
weapon_ttt_confgrenade	390.3292 1006.4705 67.5344	1.369 0.140 -0.350
weapon_ttt_confgrenade	116.6642 412.7673 67.5074	1.692 0.143 -0.432
weapon_ttt_confgrenade	-2014.0100 -232.2602 315.1458	41.313 -79.993 96.063
weapon_ttt_confgrenade	-2111.9783 965.3839 67.5921	0.892 0.239 -0.282
weapon_ttt_confgrenade	-1181.8207 1926.6161 67.5806	0.924 0.243 0.734
weapon_ttt_confgrenade	-453.6850 1629.1665 195.4884	2.123 0.260 1.822
weapon_ttt_confgrenade	-585.6724 587.5594 131.8040	1.947 0.227 -0.581
