# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_island17
# Exported by: General Butthurt
setting:	replacespawns 1
item_ammo_smg1_ttt	-2091.291748 241.443649 -319.496948	-0.803 0.013 -0.601
item_ammo_smg1_ttt	-2074.135498 239.359726 -319.481842	-0.253 0.014 -0.213
item_ammo_smg1_ttt	-2742.637451 -1046.504028 -474.671844	-14.519 0.309 1.833
item_ammo_smg1_ttt	-2767.156250 -1045.437622 -480.844421	-14.574 0.308 1.824
item_ammo_smg1_ttt	-643.729431 -851.550964 -460.221802	5.936 -5.184 2.712
item_ammo_smg1_ttt	-663.743591 -851.403931 -458.376801	6.118 -0.455 2.747
item_ammo_smg1_ttt	-1220.258057 715.705505 -482.674561	1.537 1.901 -3.424
item_ammo_smg1_ttt	-1202.702637 715.383179 -482.924835	2.184 3.359 -5.262
item_ammo_smg1_ttt	-504.704041 284.548279 -279.403473	-8.961 -0.439 2.842
item_ammo_smg1_ttt	-519.642944 279.650452 -281.061829	-3.295 -3.446 2.795
item_ammo_smg1_ttt	-532.443542 280.113892 -281.789520	-2.785 -7.271 3.487
item_ammo_smg1_ttt	-750.433838 -1408.594360 -332.338470	-0.703 0.001 -0.441
item_ammo_smg1_ttt	-760.298401 -1388.212280 -332.293365	0.700 -0.226 0.428
item_ammo_smg1_ttt	-1020.285522 1078.515991 192.468460	0.489 -0.716 -0.083
item_ammo_smg1_ttt	-1006.630981 1085.204102 192.396790	-0.137 0.005 0.080
item_ammo_smg1_ttt	-910.389099 880.619507 192.558945	0.208 -0.205 0.157
item_ammo_smg1_ttt	-922.484314 880.234497 192.556061	-0.008 -0.167 -0.012
item_ammo_smg1_ttt	-937.885620 878.576965 192.424423	0.531 -0.004 0.344
item_ammo_smg1_ttt	-2073.492432 928.257874 -239.460236	-0.010 -1.075 -0.094
item_ammo_smg1_ttt	-2073.722656 950.772339 -239.444199	0.236 -0.259 -0.209
item_ammo_smg1_ttt	-2061.648926 968.165405 -239.456619	-0.003 1.146 -0.138
item_ammo_smg1_ttt	-2061.088867 944.728577 -239.451660	-0.155 0.053 0.019
item_ammo_smg1_ttt	-2072.492676 811.155090 -239.464508	0.098 -0.026 -0.125
item_ammo_smg1_ttt	-2060.496338 810.241577 -239.479660	0.386 -0.042 -0.066
item_ammo_smg1_ttt	-2048.562012 811.524170 -239.460648	0.821 0.063 -0.384
item_ammo_smg1_ttt	470.920593 301.957611 32.500496	-0.007 -0.413 0.315
item_ammo_smg1_ttt	448.342804 302.026337 32.543373	0.466 -0.530 0.447
item_ammo_smg1_ttt	366.047943 78.381500 32.540691	0.081 0.537 0.103
item_ammo_smg1_ttt	348.498169 78.087524 32.529377	0.445 0.196 0.550
item_ammo_smg1_ttt	209.979904 136.112885 -481.508362	-0.672 0.057 -0.120
item_ammo_smg1_ttt	209.982224 109.093269 -481.505371	-0.986 -0.008 -0.187
item_ammo_smg1_ttt	749.211060 -228.546738 -175.482269	-0.258 0.013 -0.219
item_ammo_smg1_ttt	764.411133 -206.908539 -175.467941	-0.540 -0.027 -0.146
item_ammo_smg1_ttt	-1552.349365 -813.772461 -319.508209	0.623 -0.465 0.075
item_ammo_smg1_ttt	-1634.019653 -776.707947 -319.505127	1.093 -0.034 -0.256
weapon_ttt_m16	486.554047 951.164795 -159.841339	-0.072 -9.583 -81.021
weapon_ttt_m16	-1952.740601 841.851807 -239.152435	2.119 -5.409 83.849
weapon_ttt_m16	-1952.647583 817.486267 -239.177719	2.448 -6.008 84.038
weapon_ttt_m16	-1955.389160 793.131531 -239.157684	2.108 -5.966 84.025
weapon_ttt_m16	567.811401 45.886166 32.863308	2.059 -5.950 83.886
weapon_ttt_p90	-2106.098145 259.231384 -321.743286	-1.693 -3.005 -16.054
weapon_ttt_p90	-2072.821045 261.374115 -321.683807	-4.417 -1.662 -5.055
weapon_ttt_p90	-702.685486 -1366.919189 -331.639557	1.552 2.563 -86.471
weapon_ttt_p90	-698.486328 -1372.479736 -332.086182	2.810 3.358 -71.494
weapon_ttt_p90	533.567871 296.903595 33.275124	0.649 0.931 -87.392
weapon_ttt_p90	499.659393 299.829163 33.659885	-0.413 -10.439 -90.117
item_box_buckshot_ttt	-1300.715576 -587.722717 -319.532867	0.208 12.300 -0.477
item_box_buckshot_ttt	-1454.896851 956.668823 -79.629036	-0.116 0.096 -0.086
item_box_buckshot_ttt	-1512.656494 1240.753784 -231.583954	4.021 -152.856 -4.205
item_box_buckshot_ttt	-1300.770752 -630.178894 -319.569977	-0.352 -52.274 -0.386
item_box_buckshot_ttt	-14.727393 75.239716 32.471325	0.130 88.572 0.097
item_box_buckshot_ttt	-17.623077 40.533722 32.392685	-0.115 -0.203 0.074
item_box_buckshot_ttt	-2018.092651 231.958893 -319.554413	-0.528 -0.007 0.468
item_box_buckshot_ttt	-2026.010132 231.914719 -319.565369	-0.178 1.074 -0.001
item_box_buckshot_ttt	-2033.680420 231.394608 -319.501831	-0.226 -2.674 0.156
item_box_buckshot_ttt	-2041.144531 231.013077 -319.516174	-0.142 -0.665 0.346
item_box_buckshot_ttt	-2048.575684 230.307053 -319.559509	-1.192 -0.068 -0.012
item_box_buckshot_ttt	-1266.644043 903.070007 192.499084	0.220 -0.751 -0.001
item_box_buckshot_ttt	-1253.313721 902.738708 222.810654	-0.076 -10.122 0.286
item_box_buckshot_ttt	-1241.402466 902.077332 222.850052	-0.080 -5.471 -0.003
item_box_buckshot_ttt	-1227.608887 933.398132 192.473434	-0.861 0.825 -0.540
item_box_buckshot_ttt	-1251.217041 911.957947 222.788727	-0.307 -2.725 -0.436
item_box_buckshot_ttt	-1242.675537 938.977173 198.368134	-59.134 -67.776 179.479
item_box_buckshot_ttt	-1446.786621 875.858948 -79.536133	0.015 0.961 0.417
item_box_buckshot_ttt	-1455.038574 876.196167 -79.616646	-0.579 -0.004 0.554
item_box_buckshot_ttt	-1454.737305 886.175415 -79.490295	-0.022 -2.588 -0.027
item_box_buckshot_ttt	-1448.094849 885.814148 -77.237106	40.990 -2.582 0.010
item_box_buckshot_ttt	-1212.982056 -513.552734 -183.615036	-1.000 -0.010 0.896
item_box_buckshot_ttt	-1222.437500 -514.017700 -183.578201	-0.713 -0.006 0.634
item_box_buckshot_ttt	-1231.750000 -512.717529 -183.575790	-0.693 -0.006 0.616
item_box_buckshot_ttt	-1240.202393 -513.825745 -183.549225	-0.629 -0.197 0.745
item_box_buckshot_ttt	-1247.578857 -513.858154 -183.548920	-0.217 0.088 0.916
item_box_buckshot_ttt	-20.117594 292.234528 32.459869	0.694 -0.195 0.014
item_box_buckshot_ttt	-11.352472 294.595337 32.455151	0.486 -0.007 0.374
item_box_buckshot_ttt	-2.532870 294.609985 32.444637	0.611 -0.009 0.503
item_box_buckshot_ttt	9.779240 295.209290 32.469795	0.306 -0.681 0.312
item_box_buckshot_ttt	17.224871 296.640991 32.402153	0.362 0.478 0.713
weapon_ttt_galil	-482.183563 307.656494 -276.431641	-6.903 24.675 91.470
weapon_ttt_galil	804.433228 -222.114761 -174.874908	0.929 -12.897 -87.373
weapon_ttt_famas	-2736.556152 -1056.536255 -472.897186	-14.185 14.516 87.886
weapon_ttt_famas	-621.510742 -866.218994 -462.585541	-6.052 141.460 89.247
weapon_ttt_famas	-596.110352 -843.307068 -457.843689	5.606 -14.190 101.570
weapon_ttt_famas	-918.183533 912.081116 193.282043	0.180 -14.090 -89.754
weapon_ttt_famas	-920.455994 904.431824 193.180435	-0.034 11.031 90.005
weapon_ttt_famas	-2052.772949 842.715271 -238.960999	0.064 15.398 89.254
weapon_ttt_famas	-2054.317627 858.270386 -238.789398	-0.007 9.407 90.271
weapon_ttt_famas	789.113159 -238.275391 -174.817047	0.000 15.420 90.000
weapon_ttt_famas	-1581.195801 -809.970520 -318.709290	0.005 7.387 91.030
weapon_ttt_famas	-1588.853394 -795.537964 -318.844666	0.024 15.426 89.808
weapon_zm_rifle	-1251.519409 807.037964 71.096115	3.609 22.937 65.459
weapon_zm_rifle	-49.187256 66.707245 927.254028	3.298 9.502 65.816
weapon_zm_rifle	-1494.832031 -812.275391 -179.199371	8.577 -8.933 -95.645
weapon_zm_rifle	270.747162 1455.126709 338.053345	-17.479 -2.317 -111.671
weapon_zm_rifle	-2435.126221 -1283.993774 -466.281403	-4.302 15.581 132.711
weapon_zm_mac10	-2044.860596 1106.030762 -239.120499	-0.378 34.804 87.519
weapon_zm_mac10	-2093.152832 1441.220825 -457.040710	-5.761 -134.346 -81.975
weapon_zm_mac10	386.821777 86.268364 33.277996	-0.450 -53.905 -88.345
weapon_zm_mac10	375.261566 99.183472 33.268497	-0.558 -53.913 -88.382
ttt_playerspawn	-2379.430420 1471.705444 -463.718048	-6.742 -105.840 2.655
ttt_playerspawn	-2056.267822 163.641037 -319.475525	0.074 0.000 0.074
ttt_playerspawn	-2628.621582 -1275.472046 -474.433899	-0.608 -2.295 9.911
ttt_playerspawn	36.516830 -584.253784 -315.420227	0.002 -0.000 -0.002
ttt_playerspawn	-117.269157 -166.641708 20.109253	-6.505 -0.356 6.017
ttt_playerspawn	-203.195847 1152.053467 25.899267	10.455 -45.308 2.870
ttt_playerspawn	-248.930862 1962.784180 33.160633	-7.738 -77.143 -3.876
ttt_playerspawn	-922.409790 1255.841675 192.482620	0.913 -48.166 -5.100
ttt_playerspawn	123.595955 785.677490 -210.788925	8.258 171.232 -3.444
ttt_playerspawn	662.395935 267.174866 32.585327	-0.046 178.812 0.000
ttt_playerspawn	-41.441948 120.876022 928.594604	0.003 -165.930 0.019
ttt_playerspawn	-1380.307861 -697.512573 -183.478683	-0.234 62.479 -0.017
ttt_playerspawn	-1885.630615 699.636108 -239.448761	0.048 0.000 0.048
ttt_playerspawn	-1501.061646 1087.317993 -79.429321	0.093 -83.933 -0.001
ttt_playerspawn	-1123.497803 887.453613 72.510559	-0.036 -0.000 0.036
ttt_playerspawn	-201.843063 487.388153 -12.918191	0.553 -99.992 -0.071
ttt_playerspawn	-1200.141724 1769.110352 -121.167946	-8.563 -1.803 4.504
ttt_playerspawn	735.751770 -197.450012 -3.453403	-0.169 80.377 -0.000
ttt_playerspawn	107.939087 246.346924 32.523071	0.031 0.000 0.031
ttt_playerspawn	27.306583 -1083.137939 -510.071777	-6.637 127.190 6.743
ttt_playerspawn	-737.964294 -774.075073 -315.485138	-0.083 -0.000 0.083
ttt_playerspawn	-1557.492676 -682.833801 -319.474640	-0.030 -0.000 0.030
ttt_playerspawn	-2197.320068 -700.693054 -448.040985	0.740 0.008 -0.039
ttt_playerspawn	-2218.824951 -427.102570 -440.406586	-3.648 0.045 0.198
ttt_playerspawn	-2192.873047 -198.918839 -436.151917	-3.618 0.433 0.781
ttt_playerspawn	-1351.195801 -739.038757 -319.455170	0.175 83.751 0.000
weapon_ttt_p228	-2057.311523 31.902510 -319.812317	36.395 0.398 0.055
weapon_ttt_p228	-2056.339600 37.270405 -319.842224	36.716 0.433 0.114
item_ammo_pistol_ttt	-489.764862 -160.788971 -35.640366	-78.393 -156.475 -108.437
item_ammo_pistol_ttt	-2067.113037 1106.959229 -239.581573	0.427 -1.212 -0.068
item_ammo_pistol_ttt	-2017.664185 33.276249 -319.566528	-0.349 0.243 -0.538
item_ammo_pistol_ttt	-2029.384399 33.174255 -319.554352	-0.780 0.330 -0.591
item_ammo_pistol_ttt	-2042.163818 33.261829 -319.576202	1.105 0.160 -0.130
item_ammo_pistol_ttt	-1261.496826 2148.828613 -527.548584	2.573 0.179 -7.873
item_ammo_pistol_ttt	-1268.965820 2148.927490 -527.144287	2.230 0.162 -7.909
item_ammo_pistol_ttt	-1278.150024 2146.618164 -526.362854	2.608 0.097 -7.887
item_ammo_pistol_ttt	-586.628235 -518.594421 -314.801453	-0.842 -0.142 0.631
item_ammo_pistol_ttt	-571.869385 -517.284302 -314.844574	0.793 -3.148 0.851
item_ammo_pistol_ttt	-728.004456 434.713654 -287.734131	-3.208 -1.923 0.976
item_ammo_pistol_ttt	-718.408325 442.396362 -287.145447	-3.270 -0.448 0.871
item_ammo_pistol_ttt	-711.023010 448.286560 -286.673828	-3.804 -0.304 0.899
item_ammo_pistol_ttt	-1267.251831 1050.272705 192.345306	-0.134 -0.019 -0.041
item_ammo_pistol_ttt	-1258.216431 1053.006714 192.358597	-0.123 -0.019 -0.037
item_ammo_pistol_ttt	-1245.639038 1050.086182 192.426651	-0.063 -0.020 -0.019
item_ammo_pistol_ttt	-1239.583984 1051.240967 192.402695	-0.084 -0.020 -0.025
item_ammo_pistol_ttt	-1559.865845 1478.633057 -209.783630	-5.417 0.667 6.830
item_ammo_pistol_ttt	-1548.657349 1466.360352 -208.806274	-35.715 -5.465 8.566
item_ammo_pistol_ttt	-1534.675293 1453.358521 -210.645309	-3.850 -0.569 6.923
item_ammo_pistol_ttt	-1468.485352 1400.945923 -212.473099	-3.286 0.232 6.076
item_ammo_pistol_ttt	-1454.899048 1389.093994 -213.102081	-2.117 0.350 5.835
item_ammo_pistol_ttt	-1437.319946 1373.957886 -213.818771	-1.850 0.441 5.848
item_ammo_pistol_ttt	-2070.199951 660.176025 -239.598770	-0.085 -0.020 -0.026
item_ammo_pistol_ttt	-2063.460938 658.864075 -239.623566	-0.107 -0.019 -0.032
item_ammo_pistol_ttt	-2073.889160 678.755432 -239.523071	-0.217 0.336 -0.208
item_ammo_pistol_ttt	-2064.202881 678.267212 -239.525360	-0.132 0.171 -0.199
item_ammo_pistol_ttt	-2076.734619 697.515930 -239.557953	0.012 0.009 -0.365
item_ammo_pistol_ttt	-2067.199707 696.752502 -239.504562	-1.390 0.138 -0.469
item_ammo_pistol_ttt	617.728455 1.308643 18.609291	79.521 164.455 166.176
item_ammo_pistol_ttt	643.626404 2.310205 14.023853	79.561 164.691 166.308
weapon_zm_molotov	-1459.236572 -581.179993 -174.983795	-29.318 -10.158 -25.069
weapon_zm_molotov	-1453.433105 -581.908142 -174.655472	-36.707 -1.380 -36.060
weapon_zm_molotov	-1459.515259 -590.905212 -173.921249	-26.210 86.591 87.350
weapon_zm_molotov	-1453.498047 -585.495239 -173.731369	-80.000 83.738 -95.850
weapon_zm_molotov	-683.103149 -1322.129272 -331.161102	19.916 54.947 -89.988
weapon_zm_molotov	-683.699280 -1328.447632 -331.004120	-53.786 36.832 -87.317
weapon_zm_molotov	-687.978088 -1329.195435 -330.813751	26.251 26.757 90.430
weapon_zm_molotov	-679.385437 -1326.144531 -332.628021	0.346 -7.628 2.829
weapon_zm_molotov	-1004.785522 1013.146790 72.195587	-0.914 -1.444 -0.924
weapon_zm_molotov	-1004.482178 1006.534180 72.163383	-1.401 -1.496 -2.033
weapon_zm_molotov	-1010.388733 1013.025574 72.209877	-0.526 -1.495 -0.544
weapon_zm_molotov	-1010.151794 1005.681580 72.170067	-0.602 -1.298 -0.460
weapon_zm_molotov	959.022217 89.416039 -98.240005	-50.090 -78.285 -86.354
weapon_zm_molotov	961.038147 82.784561 -98.328110	18.850 61.825 -90.607
weapon_zm_molotov	964.639771 84.237747 -98.333748	19.762 -70.481 -90.571
weapon_zm_molotov	959.318604 76.553574 -98.330139	19.154 -107.488 -90.236
weapon_ttt_confgrenade	-910.074280 781.869507 74.267899	-86.495 34.916 179.792
weapon_ttt_confgrenade	-910.888977 787.993347 74.599205	38.115 87.721 95.729
weapon_ttt_confgrenade	-911.965759 779.713684 72.440895	9.421 -10.162 -11.635
weapon_ttt_confgrenade	-915.523682 787.474854 74.294914	-38.462 -45.877 -95.077
weapon_ttt_confgrenade	949.295715 100.431107 -97.669006	12.699 -31.992 -93.773
weapon_ttt_confgrenade	947.247986 96.049057 -99.024338	22.470 -25.063 -53.518
weapon_ttt_confgrenade	943.047363 102.511833 -97.727379	-38.653 -48.984 -94.440
weapon_ttt_confgrenade	946.099121 95.390617 -97.647614	12.833 -43.778 93.560
item_ammo_revolver_ttt	-248.562500 -788.704590 -486.364838	84.767 -170.214 -134.249
item_ammo_revolver_ttt	109.518768 208.809036 928.344299	0.139 -0.719 0.054
item_ammo_revolver_ttt	-65.149590 517.566345 -248.343170	-6.972 35.096 -2.194
item_ammo_revolver_ttt	-258.392029 683.267517 -247.218887	82.447 39.995 107.554
item_ammo_revolver_ttt	99.542763 209.638397 928.366882	0.457 0.058 0.041
item_ammo_revolver_ttt	463.168396 751.936768 -163.582199	-50.412 15.412 -178.994
item_ammo_revolver_ttt	123.319824 208.639709 928.406494	0.465 0.054 0.025
item_ammo_revolver_ttt	155.551041 736.538147 -497.467316	0.528 0.879 -12.682
item_ammo_revolver_ttt	146.426666 738.570679 -497.873291	0.579 0.943 -12.535
item_ammo_revolver_ttt	139.676773 734.567322 -496.997437	0.605 0.958 -12.446
item_ammo_revolver_ttt	59.122215 -911.460571 -511.662170	10.304 -5.490 0.309
item_ammo_revolver_ttt	52.733429 -910.910339 -510.617371	10.648 -1.183 0.985
item_ammo_revolver_ttt	-907.808105 1045.699341 192.351868	0.455 0.062 0.047
item_ammo_revolver_ttt	-907.276550 1033.586914 192.388824	0.709 0.027 0.192
item_ammo_revolver_ttt	-915.501648 1047.191040 192.369995	0.458 0.059 0.039
item_ammo_revolver_ttt	-914.009888 1035.978394 192.346375	0.454 0.064 0.049
item_ammo_revolver_ttt	-922.902771 1047.437134 192.355392	0.456 0.062 0.045
item_ammo_revolver_ttt	-921.258423 1035.870239 192.323959	0.450 0.070 0.058
item_ammo_revolver_ttt	-1206.750732 954.968384 72.334610	0.452 0.066 0.053
item_ammo_revolver_ttt	-1197.658813 955.711304 72.439011	0.855 0.003 -0.707
item_ammo_revolver_ttt	-1186.250000 956.071167 72.432854	1.259 1.861 -0.025
item_ammo_revolver_ttt	-1460.783325 -482.621277 -183.614639	0.461 0.057 0.033
item_ammo_revolver_ttt	-1460.766235 -468.540009 -183.568298	1.065 -0.389 -0.959
item_ammo_revolver_ttt	-1452.931152 -481.774292 -183.590622	0.466 0.056 0.024
item_ammo_revolver_ttt	-1453.305420 -468.270721 -183.653625	0.454 0.064 0.049
item_ammo_revolver_ttt	-1536.286865 -817.193542 -319.614655	0.461 0.057 0.033
item_ammo_revolver_ttt	-1535.803711 -806.103027 -319.612122	0.462 0.057 0.032
weapon_zm_shotgun	-3020.770020 -811.219604 -531.621216	-10.192 59.143 -94.366
weapon_zm_shotgun	-1513.437134 80.702713 -316.616913	-9.774 -2.814 95.218
weapon_zm_shotgun	473.075287 71.753761 32.928467	-0.180 3.459 -83.057
weapon_zm_shotgun	-1562.058594 -771.563782 7.758197	29.731 175.975 82.182
weapon_zm_sledge	-942.498108 325.690704 70.393700	-0.268 -9.855 -135.606
weapon_zm_sledge	56.639771 -875.794678 -513.204956	27.799 -1.932 4.849
weapon_zm_sledge	366.349487 49.737499 29.753675	12.614 0.421 2.721
weapon_zm_revolver	-73.343513 1511.958130 86.409637	1.824 -124.678 91.207
weapon_zm_revolver	-68.427643 1492.804688 88.041283	1.966 -120.826 90.142
weapon_zm_revolver	-1300.594727 -600.134277 -319.173004	1.783 -5.195 -85.392
weapon_zm_revolver	-16.829731 101.372665 32.886822	2.136 -24.257 -84.462
weapon_zm_revolver	102.563713 222.416351 928.880188	2.576 -39.898 -84.788
weapon_zm_revolver	153.920242 764.911011 -498.592255	-2.608 21.449 101.628
weapon_zm_revolver	152.816208 753.684753 -500.689026	15.946 -20.613 -61.692
weapon_zm_revolver	-916.197205 1019.768311 192.837112	2.397 -37.541 -84.075
weapon_zm_revolver	-916.177124 1010.301514 192.833298	2.476 -39.746 -83.950
weapon_zm_revolver	-916.175659 1000.165710 192.839752	2.532 -39.965 -84.642
weapon_zm_revolver	-1180.616821 954.101318 72.970566	1.956 -20.578 -85.871
weapon_zm_revolver	-1159.141235 957.324890 72.767532	24.774 -9.273 -35.950
weapon_zm_revolver	-1410.532837 -411.204712 -183.156296	-0.603 -22.310 -84.148
weapon_zm_revolver	-1406.238403 -417.939056 -183.105484	-1.154 -19.880 -86.364
weapon_zm_revolver	-1632.798340 -816.114197 -319.029327	2.051 -20.549 -85.706
weapon_zm_revolver	-1633.130615 -805.298279 -319.029358	2.044 -20.549 -85.718
weapon_ttt_aug	-1251.619263 732.421997 -482.675751	4.941 7.524 82.810
weapon_ttt_aug	-1073.468994 1088.758179 192.538544	0.097 9.710 86.723
weapon_ttt_aug	-1044.419312 1079.970947 192.518753	-0.053 9.667 86.308
weapon_ttt_aug	-1959.598267 886.177917 -239.448105	0.063 9.732 86.716
weapon_ttt_aug	-2054.606689 889.478638 -238.545685	-0.934 -7.848 -82.599
weapon_ttt_aug	188.160400 167.109406 -481.502747	0.282 9.613 87.006
weapon_ttt_aug	181.948715 141.209793 -481.427917	0.127 9.611 87.089
weapon_ttt_sg552	-1261.116943 2127.741455 -524.058594	5.535 1.925 -93.014
weapon_ttt_sg552	-1263.537476 2118.528564 -522.608215	2.046 1.360 -80.951
weapon_ttt_sg552	-535.460693 -500.871216 -313.621338	0.647 5.025 84.721
weapon_ttt_sg552	-738.746765 400.558929 -288.394531	-1.001 -3.803 86.963
weapon_ttt_sg552	-731.550354 416.513245 -287.714233	-0.611 -3.597 86.188
weapon_ttt_sg552	-1247.723999 1001.868835 193.045624	2.224 1.575 -84.705
weapon_ttt_sg552	-1247.829956 1021.344055 193.048080	1.999 4.928 -84.356
weapon_ttt_sg552	-1529.478760 1433.547607 -212.120712	-1.444 -5.121 89.977
weapon_ttt_sg552	-1509.408325 1401.418579 -213.979843	-0.455 -2.258 90.877
weapon_ttt_sg552	633.568909 -32.060936 11.695656	11.580 -1.674 87.504
weapon_ttt_sg552	633.717224 -18.799616 12.355158	10.578 -2.915 86.079
