# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_wickeds_home_final
# Exported by: ultraboy [smoker]
setting:	replacespawns 0
weapon_zm_revolver	-1099.6326 38.1549 65.9203	2.437 -20.380 -83.915
weapon_zm_revolver	-1016.1719 39.1728 65.8980	2.458 -20.341 -83.414
weapon_zm_revolver	-365.2937 753.4027 104.4098	2.410 -22.452 -84.819
weapon_zm_revolver	-386.3221 759.7171 368.5613	2.613 -20.478 -82.987
weapon_zm_revolver	-315.7916 755.9265 368.5710	2.587 -20.497 -83.230
weapon_zm_revolver	202.0283 329.8147 313.8933	2.462 -20.332 -83.308
ttt_random_weapon	-35.9284 727.7141 242.1637	1.483 51.893 -92.577
ttt_random_weapon	-1183.8539 142.9205 -58.8399	1.949 3.819 -92.537
ttt_random_weapon	-198.0665 286.7050 98.2196	2.231 -96.071 -91.869
ttt_random_weapon	-196.8830 359.5490 98.2117	2.134 -88.186 -92.023
ttt_random_weapon	-216.3280 59.4055 336.4803	2.156 5.612 -92.776
ttt_random_weapon	-675.7688 359.4501 374.6376	-2.072 7.813 84.895
ttt_random_weapon	-183.0395 728.9956 338.3350	2.026 37.886 -91.616
ttt_random_weapon	628.3580 377.2365 340.0234	-2.111 -66.100 86.420
ttt_random_weapon	643.5648 663.5974 342.1598	1.674 47.295 -90.969
ttt_random_weapon	-313.2621 835.9180 66.1563	2.308 5.660 -91.833
item_ammo_smg1_ttt	18.6716 47.0010 164.4767	0.553 -0.014 0.243
item_ammo_smg1_ttt	40.1452 45.3997 164.4017	0.171 0.005 -0.103
item_ammo_smg1_ttt	-515.5336 39.3833 358.9544	-0.173 0.070 -0.029
item_ammo_smg1_ttt	-471.4607 34.0451 358.9882	-0.550 -0.143 -0.056
weapon_zm_shotgun	401.3548 -806.4625 133.0206	-0.277 -9.634 -83.795
weapon_zm_shotgun	-143.7553 490.9214 242.2859	-0.480 165.859 84.747
weapon_ttt_m16	-192.0554 -96.9010 201.1749	2.208 -8.225 84.420
weapon_ttt_m16	-237.8470 716.7128 66.5708	1.829 -7.722 84.071
weapon_ttt_m16	-36.2115 136.1351 65.8625	1.596 -8.055 84.146
weapon_ttt_m16	564.0171 761.2646 324.8354	1.208 -4.198 85.010
weapon_ttt_m16	-335.9426 323.5654 337.0487	1.130 -10.594 84.908
weapon_zm_molotov	-1137.3292 412.6484 204.5050	0.297 -0.128 -0.061
weapon_zm_molotov	-1128.5435 339.0779 204.5866	0.160 -0.222 -0.029
weapon_zm_molotov	-415.4298 506.8254 236.5942	2.456 -0.127 -2.521
weapon_zm_molotov	-416.0519 521.8955 236.6264	1.575 -0.114 -1.615
weapon_zm_molotov	-416.8541 535.7736 236.5981	2.348 -0.128 -2.408
weapon_zm_molotov	-565.8194 674.2747 225.3293	0.124 48.665 0.138
weapon_zm_molotov	-563.8804 681.9235 225.3236	0.150 36.048 0.110
weapon_zm_molotov	-45.5746 549.9194 245.6608	1.520 -6.220 -2.281
weapon_zm_molotov	-207.0889 82.2049 79.9702	-1.308 0.025 1.557
weapon_zm_molotov	-207.0981 67.0380 79.9233	-0.158 0.053 2.781
weapon_zm_molotov	-209.5484 52.6620 79.8558	0.422 -0.015 -0.877
weapon_zm_molotov	-422.3531 608.6925 91.1574	-0.275 4.935 0.757
weapon_zm_molotov	-423.1059 637.5875 91.1861	2.420 7.425 5.058
weapon_zm_molotov	-24.4418 734.2868 89.5053	-0.100 0.056 5.620
weapon_zm_molotov	630.7508 149.5336 345.6129	0.391 0.002 0.012
weapon_zm_molotov	-698.5040 654.1583 253.0985	3.640 0.024 0.126
weapon_zm_molotov	-700.3879 639.9296 253.0827	2.657 0.052 2.167
weapon_zm_sledge	-742.9445 36.6955 68.2775	17.993 0.708 2.700
item_box_buckshot_ttt	423.8800 -824.8310 132.3765	0.491 0.018 -0.313
item_box_buckshot_ttt	406.7546 -821.9716 132.3700	0.775 0.008 -0.535
ttt_random_ammo	-149.6727 745.1732 241.3453	-0.049 -0.000 -0.019
ttt_random_ammo	-230.6716 746.0103 241.4044	-0.733 -0.007 0.837
ttt_random_ammo	-183.6608 744.8711 241.3666	-0.077 -0.000 0.027
ttt_random_ammo	-193.9975 502.5244 241.3563	-0.057 -0.000 -0.003
ttt_random_ammo	-338.4115 499.4666 64.3615	0.067 0.000 0.011
ttt_random_ammo	-374.8703 493.9811 64.3867	0.319 0.002 0.332
ttt_random_ammo	-659.6833 589.8911 64.3446	0.049 0.000 -0.019
ttt_random_ammo	-690.4727 561.1808 64.3615	0.067 0.000 0.012
ttt_random_ammo	-1253.4980 538.0529 101.4121	0.037 -0.759 0.058
ttt_random_ammo	-198.1835 360.8853 75.7849	0.331 0.731 -0.385
ttt_random_ammo	-196.2902 288.6042 75.7173	0.681 -0.149 -0.945
ttt_random_ammo	-206.3818 36.8776 335.6059	0.505 -0.038 0.103
ttt_random_ammo	-232.8643 34.4517 335.7558	0.538 -0.038 0.130
ttt_random_ammo	-650.6070 4.1337 336.3946	0.884 0.010 1.024
ttt_random_ammo	-647.0513 24.8720 336.3253	0.045 0.000 -0.031
ttt_random_ammo	-208.4934 485.6771 346.4331	1.254 -0.031 -1.514
ttt_random_ammo	91.4041 458.7118 341.7459	-0.321 2.342 0.457
ttt_random_ammo	144.3911 158.8964 301.3777	0.152 -0.001 -0.123
ttt_random_ammo	475.1990 135.9677 325.3441	0.045 0.000 -0.034
ttt_random_ammo	450.8648 134.1030 325.3755	0.047 0.000 -0.014
ttt_random_ammo	425.7040 134.2461 325.3755	0.047 0.000 -0.014
ttt_random_ammo	-329.3882 812.8139 65.3554	0.055 0.000 -0.004
ttt_random_ammo	-305.3839 813.5594 65.3867	0.303 0.002 0.314
weapon_zm_mac10	24.8131 66.2562 165.2192	0.078 6.556 -88.086
weapon_zm_mac10	-516.5123 73.2105 359.9264	-0.284 -49.693 -88.589
item_ammo_357_ttt	-1144.7231 392.8488 200.3288	0.463 0.070 0.051
item_ammo_357_ttt	-1124.5360 392.2421 200.3449	0.465 0.064 0.045
item_ammo_357_ttt	-133.8466 456.3190 722.0224	0.456 0.050 0.026
item_ammo_357_ttt	-186.0999 464.3560 721.9536	0.436 0.064 0.051
item_ammo_revolver_ttt	-354.2468 610.1303 232.3699	0.457 0.056 0.040
item_ammo_revolver_ttt	-366.4232 610.5664 232.4102	0.466 0.053 0.024
item_ammo_revolver_ttt	-390.1856 50.6802 200.3535	0.454 0.059 0.047
item_ammo_revolver_ttt	-390.4627 67.1059 200.3365	0.451 0.063 0.054
item_ammo_revolver_ttt	-1017.4206 25.0525 64.3787	0.460 0.056 0.037
item_ammo_revolver_ttt	-1090.9602 23.4631 64.3950	0.463 0.055 0.030
item_ammo_revolver_ttt	-1164.4301 23.7890 64.4056	0.465 0.054 0.026
item_ammo_revolver_ttt	-354.8005 734.2389 102.8773	0.553 -0.041 -0.004
item_ammo_revolver_ttt	-368.0956 734.5875 102.8453	0.474 -0.040 0.000
item_ammo_revolver_ttt	-353.6738 756.9655 367.0126	0.419 0.057 0.035
item_ammo_revolver_ttt	-342.6678 755.3201 366.9821	0.405 0.066 0.043
item_ammo_revolver_ttt	203.6208 305.5738 312.3653	0.457 0.058 0.042
ttt_playerspawn	1551.5381 -867.9910 129.4057	-0.038 -0.000 0.038
ttt_playerspawn	1502.2191 -671.5345 129.4400	-0.024 -0.000 0.024
ttt_playerspawn	1478.8722 -370.6066 129.4507	-0.020 -0.000 0.020
ttt_playerspawn	1481.5450 -70.4747 129.4125	-0.035 -0.000 0.035
ttt_playerspawn	1522.5605 150.3612 129.3998	-0.040 -0.000 0.040
ttt_playerspawn	1515.3510 382.7488 129.4576	-0.017 -0.000 0.017
ttt_playerspawn	1508.3754 607.6415 129.3968	-0.042 -0.000 0.042
ttt_playerspawn	1502.3285 802.5471 129.4270	-0.029 -0.000 0.029
ttt_playerspawn	1499.0725 907.4964 129.3936	-0.043 -0.000 0.043
ttt_playerspawn	1327.7411 915.8969 129.3936	-0.043 -0.000 0.043
ttt_playerspawn	1337.4583 758.6971 129.4594	-0.016 -0.000 0.016
ttt_playerspawn	1346.5707 538.4951 129.4028	-0.039 -0.000 0.039
ttt_playerspawn	1337.4762 324.6646 129.3887	-0.045 -0.000 0.045
ttt_playerspawn	1336.9565 95.5073 129.4427	-0.023 -0.000 0.023
ttt_playerspawn	1323.5016 -124.9049 129.4594	-0.016 -0.000 0.016
ttt_playerspawn	1315.5026 -334.7517 129.3998	-0.040 -0.000 0.040
ttt_playerspawn	1307.4998 -544.6026 129.3887	-0.045 -0.000 0.045
ttt_playerspawn	1300.0735 -739.4592 129.4225	-0.031 -0.000 0.031
ttt_playerspawn	1293.7891 -904.3387 129.3983	-0.041 -0.000 0.041
ttt_playerspawn	1146.1141 -702.3975 129.4013	-0.040 -0.000 0.040
ttt_playerspawn	1105.1012 -482.0213 129.4043	-0.038 -0.000 0.038
ttt_playerspawn	1137.0315 -300.0118 129.4177	-0.033 -0.000 0.033
ttt_playerspawn	1134.8754 -122.6049 129.4126	-0.035 -0.000 0.035
ttt_playerspawn	1122.3754 78.3864 129.3968	-0.042 -0.000 0.042
ttt_playerspawn	1125.7477 268.4286 129.4013	-0.040 -0.000 0.040
ttt_playerspawn	1122.5767 470.9034 129.4651	-0.014 -0.000 0.014
ttt_playerspawn	1122.1182 679.6253 129.3952	-0.042 -0.000 0.042
ttt_playerspawn	1119.7258 882.1109 129.3968	-0.042 -0.000 0.042
ttt_playerspawn	1437.2094 -519.6478 129.4164	-0.034 -0.000 0.034
ttt_playerspawn	1413.9580 -813.9188 129.3887	-0.045 -0.000 0.045
ttt_playerspawn	1154.8878 -860.4189 129.3904	-0.044 -0.000 0.044
ttt_playerspawn	1213.0044 -527.4799 129.4189	-0.033 -0.000 0.033
ttt_playerspawn	1209.1632 -228.9299 129.4248	-0.030 -0.000 0.030
ttt_playerspawn	1464.9291 -230.8194 129.3870	-0.045 -0.000 0.045
ttt_playerspawn	1438.2224 45.8141 129.4189	-0.033 -0.000 0.033
ttt_playerspawn	1226.4478 20.2237 129.4588	-0.016 -0.000 0.016
ttt_playerspawn	1237.1740 279.2586 129.3904	-0.044 -0.000 0.044
ttt_playerspawn	1479.7864 211.2493 129.4028	-0.039 -0.000 0.039
ttt_playerspawn	1424.3412 430.7936 129.4013	-0.040 -0.000 0.040
ttt_playerspawn	1228.2747 549.8862 129.3998	-0.040 -0.000 0.040
ttt_playerspawn	1410.7434 823.3830 129.3983	-0.041 -0.000 0.041
ttt_playerspawn	1245.0107 761.7824 129.4236	-0.031 -0.000 0.031
ttt_playerspawn	305.7125 -888.8370 132.4713	-0.091 86.417 -0.000
weapon_zm_rifle	-1149.1656 366.6772 201.3618	3.324 11.525 65.130
weapon_zm_rifle	-1145.7823 352.4337 201.3842	3.258 15.237 67.204
weapon_zm_rifle	-179.7978 439.3841 722.9538	3.318 -27.212 64.831
weapon_ttt_smokegrenade	415.3178 -840.1750 136.5751	2.991 -0.135 -3.088
weapon_ttt_smokegrenade	-566.6406 690.0037 225.3304	0.541 0.687 -3.136
weapon_ttt_smokegrenade	-565.1168 697.4241 225.2005	2.449 -0.578 0.224
weapon_ttt_smokegrenade	-46.4178 541.5943 245.6740	-1.061 11.159 1.177
weapon_ttt_smokegrenade	249.1981 525.3537 337.4903	0.293 0.003 0.143
weapon_ttt_smokegrenade	250.0026 508.6904 337.5326	0.515 -0.689 -0.274
weapon_ttt_smokegrenade	-700.2531 623.8831 253.0925	2.726 0.043 1.583
weapon_ttt_smokegrenade	-701.8100 611.4240 253.1362	4.469 -0.245 -3.795
weapon_ttt_confgrenade	-1171.6665 367.6929 203.5930	0.879 0.239 -0.278
weapon_ttt_confgrenade	-1099.1422 372.7324 203.5185	2.049 0.238 -0.647
weapon_ttt_confgrenade	-569.3586 651.3703 222.7231	-12.718 -4.941 93.710
weapon_ttt_confgrenade	-567.5958 666.1140 224.3067	0.174 4.657 0.016
weapon_ttt_confgrenade	-46.5258 534.0917 244.5590	1.075 0.136 -0.275
weapon_ttt_confgrenade	-465.0919 613.5430 90.0590	1.653 -0.757 3.206
weapon_ttt_confgrenade	-470.9297 641.8741 90.1983	2.138 -0.519 4.144
weapon_ttt_confgrenade	-473.1201 63.2259 360.6854	-15.059 -24.274 96.493
weapon_ttt_confgrenade	246.4789 565.4006 336.4728	0.336 -0.694 -1.567
weapon_ttt_confgrenade	247.4640 547.2336 336.5395	0.204 -0.737 -0.951
